FID,ID_RAGIONE,RAGIONE_SO,INDIRIZZO_,ID_STRUTTU,DENOMINAZI,SITOWEB,NUMERO_STA,NUMERO_LET,SUB_COD_VI,CIVICO,LETTERA,ZONA_IDS,PERCENTUAL,TIPO_STRUT,TIPOLOGIA_,NUM_STELLE,TIPO,CLASSIFICA,INDIRIZZO,CODICE_VIA,SUB_CODICE,COD_ISOLAT,COD_LOCALI,COD_QUARTI,COD_MUNICI,COD_ZONA,TELEFONO,ESRI_OID,x,y
2856,1004873,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,9536,CASA CONTERIE,PUBBLICAZIONE DATO NON AUTORIZZATA,3,7,10080,10,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CALLE LUNA,10",10080,10080,270421563,0270425025,5,1,2,PUBBLICAZIONE DATO NON AUTORIZZATA,3256,12.354454278216,45.4575456511075
2801,1013004,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1013005,CASA MARGOT,PUBBLICAZIONE DATO NON AUTORIZZATA,6,11,16000,2900,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"SAN MARCO,2900/A",16000,42140,270420063,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6473,12.329188689844,45.4327093525533
3840,1005240,ANTONINA CROZE,ninadd69@gmail.com,2836,APPARTAMENTO SAN LUCA,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,16000,4668,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SAN MARCO,4668",16000,41710,270420119,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5717,12.3358016175329,45.4360785327904
5163,1004914,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1067,ALLOGGI ARLECCHINO 1,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,15610,387,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SANTA CROCE,387",15610,75300,270420994,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9258,12.3197251677541,45.4368034917577
4330,1004990,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,9004,SANPIEROTA,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,16000,580,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN MARCO,580",16000,42520,270420149,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6753,12.3379095305943,45.4361085594854
3961,1005771,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,5134,L'O VENEZIA FLAT,PUBBLICAZIONE DATO NON AUTORIZZATA,4,8,16210,1778,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN POLO,1778",16210,72230,270420815,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5950,12.3332611451539,45.4402362782702
1754,1005000,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,307,APPARTAMENTO SUITE SUD VILLA GABRIELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,9320,12,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"VIA ISTRIA,12",9320,9320,270421310,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,2763,12.3719388130875,45.4104809429481
2848,1004702,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2929,CORTE BAROZZI VENICE SUITES 300,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,16000,2155,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN MARCO,2155",16000,40560,270420035,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3245,12.3355113568607,45.4324962107972
94,1005276,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,6139,LOCANDA CÀ LUCREZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,2780,76,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,76",2780,55690,270420467,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1343,12.3214306414672,45.44225198007
804,1004968,STUDIO TIEMME DI TANDUO CLAUDIO & C. S.A.S.,PUBBLICAZIONE DATO NON AUTORIZZATA,1016243,CASA GUGGENHEIM,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,7070,644,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"DORSODURO,644",7070,62400,270421122,0270425016,2,1,1,3458123054,4,12.3301922739733,45.4301294535248
996,1004879,PUBBLICAZIONE DATO NON AUTORIZZATA,albertina@villalbertina.com,1705,VILLA ANGELICA,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,1720,12,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"VIA MARCANTONIO BRAGADIN,12",1720,1720,270421336,0270425048,3,2,2,0415260879,196,12.3703426215884,45.4128056977953
4857,1004921,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1356,LUXURY APARTMENT CANAL GRANDE 2,PUBBLICAZIONE DATO NON AUTORIZZATA,1,6,15610,941,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SANTA CROCE,941",15610,77510,270420963,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9109,12.3242170695048,45.4410564022389
2865,1005964,FRARI 2000 S.A.S.,PUBBLICAZIONE DATO NON AUTORIZZATA,4975,CA' BADOER - FRARI,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,16210,2993,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN POLO,2993",16210,72450,270420851,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3265,12.3271072633713,45.43673410443
2378,1014998,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1015033,ZAFFIRO,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,2780,1566,C,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CANNAREGIO,1566/C",2780,56460,270420481,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5252,12.3264371762996,45.4427990530158
3967,1004902,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1233,CA' PINELLI,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,3190,6253,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CASTELLO,6253",3190,30620,270420208,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5964,12.3421652812371,45.4378693663501
3953,1005132,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1012715,LE SERRE DEL LIDO,PUBBLICAZIONE DATO NON AUTORIZZATA,3,8,4560,14,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"LUNGOMARE GABRIELE D'ANNUNZIO,14",4560,4560,270421291,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,5934,12.3763985454391,45.4155852557039
3326,1005259,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,40,ANGELES INN,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,2780,2010,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"CANNAREGIO,2010",2780,52490,270420588,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4070,12.3298306199561,45.4432898970221
4740,1004772,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1015375,SAN ZULIAN 1,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,16000,536,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN MARCO,536",16000,40300,270420013,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9053,12.3385480779203,45.436209404997
2879,1008660,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1009282,CA' CAPPELLIS,PUBBLICAZIONE DATO NON AUTORIZZATA,3,0,2780,5400,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,5,L,5 LEONI,"CANNAREGIO,5400",2780,54980,270420738,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3282,12.3400103277666,45.4398635910912
372,1016959,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1016963,CORALLO,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,2780,5313,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CANNAREGIO,5313",2780,52950,270420720,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1791,12.3401398136768,45.4413909046724
4648,1005462,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1008672,ALLOGGI S.MARGHERITA,PUBBLICAZIONE DATO NON AUTORIZZATA,3,3,7070,2967,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"DORSODURO,2967/A",7070,62250,270421061,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9413,12.3233345916522,45.434673858212
4637,1005318,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,11673,PARUTA HOUSE 604,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,16000,3569,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SAN MARCO,3569",16000,41530,270420105,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9407,12.3324840853503,45.4340089178658
2547,1001136,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,977,B&B AL CANAL VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,8750,753,G,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"GIUDECCA (VENEZIA),753/G",8750,62910,270421183,0270425020,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6219,12.3183377239891,45.4270691861653
632,1005409,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1010298,CA' FORTUNY 1,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,16000,3752,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"SAN MARCO,3752",16000,42750,270420087,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2228,12.3324323119782,45.4349467788095
2690,1005336,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3244,APPARTAMENTO VILLA INES,PUBBLICAZIONE DATO NON AUTORIZZATA,3,7,11370,10,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"VIA LAZZARO MOCENIGO,10",11370,11370,270421308,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,6362,12.370893670626,45.4134932440556
824,1005092,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,909,BLOOM,PUBBLICAZIONE DATO NON AUTORIZZATA,3,8,16000,3470,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,4,L,4 LEONI,"SAN MARCO,3470",16000,44690,270420079,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,24,12.3308528489181,45.4339534450892
3898,1004984,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2077,RESIDENZA AL CAMPIELLO,PUBBLICAZIONE DATO NON AUTORIZZATA,6,10,2780,5658,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,5658",2780,55460,270420694,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5829,12.3364721071338,45.4397836905836
4070,1004788,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1386,DD724,PUBBLICAZIONE DATO NON AUTORIZZATA,6,13,7070,724,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,5,L,5 LEONI,"DORSODURO,724",7070,66750,270421125,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9825,12.3307658477306,45.4305146078429
2816,1004946,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1321,ALLOGGI AI MORI D'ORIENTE 3,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,2780,3316,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,3316",2780,53490,270420544,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3190,12.3303946937562,45.4463225205553
4382,1010149,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1010265,BUCINTORO,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,3190,4650,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,4,L,4 LEONI,"CASTELLO,4650/A",3190,37970,270420259,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6859,12.3424689567016,45.4344918229064
303,1008767,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1016478,LOCANDA CA' LE VELE,PUBBLICAZIONE DATO NON AUTORIZZATA,6,16,2780,3969,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"CANNAREGIO,3969",2780,57650,270420620,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1679,12.3350952651927,45.4417713870263
4239,1004626,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,4919,ALLOGGI NOVECENTO1,PUBBLICAZIONE DATO NON AUTORIZZATA,4,8,16000,2683,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN MARCO,2683",16000,41650,270420054,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6574,12.3312201864145,45.4323419197893
4431,1005627,RIVO ALTO SAS DI CLARK MANWAR & C.,residenzarivoalto@gmail.com,10993,RESIDENZA RIVO ALTO,PUBBLICAZIONE DATO NON AUTORIZZATA,5,10,16000,5466,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"SAN MARCO,5466",16000,40660,270420169,0270425001,1,1,1,0415230676,6934,12.3376444949004,45.4377271148459
1763,1004902,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1010241,RESIDENZA CA' SAN MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,16000,4868,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN MARCO,4868",16000,40370,270420136,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2779,12.3368941015744,45.4361900783762
681,1011568,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1011609,CA' DEGLI ANTICHI GIARDINI C3,PUBBLICAZIONE DATO NON AUTORIZZATA,2,6,2780,3143,G,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CANNAREGIO,3143/G",2780,55940,270420536,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2309,12.3265659368373,45.4473766567673
2553,1005642,SAN POLO STAR SRLS UNIPERSONALE,info@sanpolostar.it,9864,SAN POLO STAR,PUBBLICAZIONE DATO NON AUTORIZZATA,5,10,16210,3073,P,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN POLO,3073/P",16210,70550,270420871,0270425013,2,1,1,0415243163,6225,12.323893366016,45.438143345395
3592,1004698,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1096,CORTE DEL BANCHETTO,PUBBLICAZIONE DATO NON AUTORIZZATA,6,14,16000,510,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN MARCO,510",16000,40390,270420010,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4539,12.3391982325186,45.4360052938047
1820,1004851,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,242,SAN SIMEON APARTMENTS 1,PUBBLICAZIONE DATO NON AUTORIZZATA,4,14,3190,4084,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CASTELLO,4084",3190,30860,270420270,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2857,12.3475792610421,45.433847361464
3443,1004856,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2890,IQS CHARMING HOUSE - ROI,PUBBLICAZIONE DATO NON AUTORIZZATA,1,1,3190,4425,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,5,L,5 LEONI,"CASTELLO,4425",3190,35490,270420198,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4277,12.3407067431457,45.4365372207009
4056,1005244,GHOSTELL SRL,valeria.agnese@staygenerator.com,9257,OSTELLO VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,29,238,8750,84,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,CASE PER VACANZA,2,L,2 LEONI,"GIUDECCA (VENEZIA),84",8750,61740,270421212,0270425020,2,1,1,0418778288,9811,12.3361740652531,45.4259347303253
3772,1004928,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2003,CA' LUCATELLO 1,PUBBLICAZIONE DATO NON AUTORIZZATA,6,11,16000,3488,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,5,L,5 LEONI,"SAN MARCO,3488",16000,42440,270420084,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5598,12.3301645622054,45.435096677893
1517,1005354,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3551,TREVENEZIE APP. ROSSO,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,2780,5378,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CANNAREGIO,5378/A",2780,54130,270420736,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1044,12.3404370916852,45.4409819696713
1849,1005038,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1629,PALAZZO CENDON CAMPIELLO,PUBBLICAZIONE DATO NON AUTORIZZATA,1,3,2780,532,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CANNAREGIO,532/A",2780,51450,270420462,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2912,12.3222855722646,45.4446396449083
993,1005417,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,5813,B & B TRILOGY,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,12430,11,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"VIA JACOPO NANI,11",12430,12430,270421335,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,193,12.3695515220787,45.411653603087
4860,1004696,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2029,CASA ROSSANA,PUBBLICAZIONE DATO NON AUTORIZZATA,5,9,3190,6072,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,CASE PER VACANZA,2,L,2 LEONI,"CASTELLO,6072",3190,36890,270420190,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9525,12.339315388781,45.4386325614515
3183,1005038,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2771,PALAZZETTO SAN LIO ABBAINO,PUBBLICAZIONE DATO NON AUTORIZZATA,3,3,3190,5715,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CASTELLO,5715",3190,32660,270420195,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3808,12.3395987295906,45.4376442497767
260,1005512,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,8355,APPARTAMENTO ARLECCHINO,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,2780,99,B,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CANNAREGIO,99/B",2780,55690,270420465,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1610,12.3211957007411,45.4424588484224
1757,1005002,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1483,RESIDENZA A TRIBUTE TO MUSIC JAZZ&BLUES,PUBBLICAZIONE DATO NON AUTORIZZATA,5,11,3190,4127,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"CASTELLO,4127",3190,37090,270420273,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2768,12.346912225882,45.4338278945049
3701,1005971,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1462,LA VILLEGGIATURA,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,16210,1569,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"SAN POLO,1569",16210,70410,270420813,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5471,12.332643369211,45.4393636556366
5046,1009594,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1009599,CA' DEL DUCA,PUBBLICAZIONE DATO NON AUTORIZZATA,4,8,16000,916,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"SAN MARCO,916",16000,41710,270420017,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9198,12.3371509895635,45.434932984885
4751,1004961,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2359,CASA BURCHIELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,4,4,15610,394,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SANTA CROCE,394",15610,75360,270420999,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9468,12.3193864613693,45.4369047549819
