FID,INDIRIZZO,Name,ADDRESS
2447,"DORSODURO,1130",BORGO CANAL VIEW,DD1130
2448,"CASTELLO,4705",LOCAZIONE TURISTICA,CA4705
2449,"CASTELLO,4705",LOCAZIONE TURISTICA,CA4705
2453,"VIA ANDREA CALMO,22",CALMO,X_VIA ANDREA CALMO22
2461,"SANTA CROCE,943",RESIDENZA POMPONI,SC943
2462,"CASTELLO,5516/A",FIRST DREAM VENICE,CA5516A
2464,"SAN MARCO,5204",SM5204,SM5204
2465,"CALLE DEL CARSO,5",CASA CANALI,X_CALLE DEL CARSO5
2466,"VIA CANDIA,20",CASA MARISA,X_VIA CANDIA20
2468,"FONDAMENTA SEBASTIANO VENIER,53",CONFORT MURANO ROOM,X_FONDAMENTA SEBASTIANO VENIER53
2470,"SANTA CROCE,329",CORTE CORNERA,SC329
2471,"SANTA CROCE,1440",PAOLA VISENTIN,SC1440
2473,"SAN POLO,2285",C IZZI,SP2285
2477,"VIA CORFU',5",LARGE HOUSE VENICE LIDO WHIT THREE BATHROOMS - GARDEN - PARKING,X_VIA CORFU'5
2478,"CALLE DE L'OGIO,14",CA VERAE MURANO,X_CALLE DE L'OGIO14
2479,"SANTA CROCE,1838",ATTICO,SC1838
2481,"DORSODURO,46",SANDWIRTH CAPITSL SRLS,DD46
2482,"DORSODURO,46",SANDWIRTH CAPITAL SRLS,DD46
2483,"DORSODURO,46",APPARTAMENTO SALUTE,DD46
2484,"DORSODURO,1706",CA' BEA VENEZIA,DD1706
2485,"DORSODURO,1905",APPARTAMENTO RIO TERESE,DD1905
2487,"SAN MARTINO SINISTRA (BURANO),506",RESIDENZA17ERBE,X_SAN MARTINO SINISTRA (BURANO)506
2489,"DORSODURO,945",ZATTERE DESIGN LOFT,DD945
2490,"DORSODURO,945",APPARTAMENTO DORSODURO 945,DD945
2491,"SAN POLO,1121",PASINA,SP1121
2492,"SANTA CROCE,1310",RESIDENZA 3B,SC1310
2493,"DORSODURO,407",ZATTERE COTTAGE,DD407
2494,"SAN MARCO,5264",APPARTAMENTO ODESOS,SM5264
2496,"SAN POLO,2167/A",TERRAZZA SAN POLO,SP2167A
2497,"SAN POLO,2167/A",DA CARLO A VENEZIA,SP2167A
2498,"SAN MARCO,2730",SAN MAURIZIO,SM2730
2499,"SAN MARCO,2730",CA MAURICE,SM2730
2500,"VIA DARDANELLI,45",27@LIDO,X_VIA DARDANELLI45
2501,"DORSODURO,1330/A",ALLA CORTE FIORITA,DD1330A
2502,"CASTELLO,819",CA' GIARDINI,CA819
2503,"SAN POLO,634",APPARTAMENTO SUPERIOR,SP634
2504,"SAN POLO,634",APPARTAMENTO ATTICO,SP634
2505,"SAN POLO,634",APPARTAMENTO DELUXE,SP634
2506,"SAN MARCO,3164",CA'  LUCIA,SM3164
2507,"DORSODURO,3763",BARBATO,DD3763
2508,"SAN MARCO,1671",CA' FREZZERIA,SM1671
2510,"SAN MARCO,5204",SAN MARCO 5204,SM5204
2511,"SAN POLO,478",THE CHURCH LODGE - RIALTO,SP478
2513,"SANTA CROCE,71/A",CA'MOLIN,SC71A
2515,"SAN POLO,3021/A",CASA SAN POLO,SP3021A
2516,"VIA AQUILEIA,16",CASA AQUILEIA,X_VIA AQUILEIA16
2517,"STRADA DELLA DROMA,59/A",OASIS 2,X_STRADA DELLA DROMA59A
2518,"STRADA DELLA DROMA,59/A",OASIS,X_STRADA DELLA DROMA59A
2519,"CASTELLO,6408",ATTICO SSGIOV PAOLO,CA6408
2522,"SANTA CROCE,1890/A",CA' BOLDO 2.0,SC1890A
2523,"DORSODURO,2890/A","EA CASA DE MI2""""",DD2890A
2524,"CASTELLO,5589",RIALTO DREAM,CA5589
2525,"DORSODURO,962",GUARANA,DD962
2526,"DORSODURO,962",DORSODURO,DD962
2528,"SAN POLO,2774",LEROY,SP2774
2529,"SAN POLO,2774",MOCENIGO,SP2774
2530,"SAN POLO,2774",QUERINI,SP2774
2531,"DORSODURO,3032/A",GRIFALCONI SUITE,DD3032A
2532,"DORSODURO,3032/A",CA GRIFALCONI,DD3032A
2533,"DORSODURO,3032/A",CA' GRIFALCONI,DD3032A
2534,"CASTELLO,5314",PALAZZETTO SAN MARCO PT1,CA5314
2536,"CASTELLO,5314",PALAZZETTO SAN MARCO PT2,CA5314
2537,"CASTELLO,5314",PALAZZETTO SAN MARCO P3,CA5314
2538,"DORSODURO,2282",LA MACCHIA,DD2282
2540,"SAN POLO,2265",CA BOLDO MODENA,SP2265
2541,"SAN MARCO,2565",APPARTAMENTO CALLEGHERI,SM2565
2542,"SAN MARCO,3354",CA' BONACIN,SM3354
2545,"SAN POLO,1749",FAMILY COLOURS,SP1749
2546,"DORSODURO,3455",TERRAZZA CARMINI,DD3455
2548,"DORSODURO,3611",TRE PONTI,DD3611
2549,"DORSODURO,2403/E",APPARTAMENTO 2403 E,DD2403E
2550,"CASTELLO,4456",CASA BARBARA,CA4456
2551,"GIUDECCA (VENEZIA),810",GRIMALDI MAURO,GD810
2554,"SAN POLO,2417",RIO MARIN APARTMENT,SP2417
2555,"SANTA CROCE,118/B",FALIER,SC118B
2556,"SAN MARCO,5486",BARTHOUSE5486,SM5486
2557,"CASTELLO,4854",LOCAZIONE TURISTICA FORMOSA,CA4854
2558,"DORSODURO,3107",3107 FONDAMENTA DEL SQUERO,DD3107
2559,"SAN MARCO,1083",PALAZZO ORSEOLO 2,SM1083
2560,"SAN MARCO,1083",PALAZZO ORSEOLO 3,SM1083
2561,"SAN MARCO,1014",LUXURY DUODO GREGOLIN PALACE,SM1014
2562,"SAN MARCO,1014",LEON 1014,SM1014
2563,"SAN MARCO,3335",CA GRASSI 3,SM3335
2564,"SAN MARCO,3335",CA' GRASSI 2,SM3335
2565,"SAN MARCO,3335",CA' GRASSI 1,SM3335
2568,"VIA ANTONIO CANAL,4",APPARTAMENTO DA CANAL 1,X_VIA ANTONIO CANAL4
2569,"VIA ANTONIO CANAL,4",APPARTAMENTO DA CANAL 2,X_VIA ANTONIO CANAL4
2574,"DORSODURO,3520/C",ISA LOVELY HOME,DD3520C
2576,"VIA ALVISOPOLI,9",ART & MARE APARTMENT,X_VIA ALVISOPOLI9
2577,"VIA ALVISOPOLI,9",CASA MURAZZI,X_VIA ALVISOPOLI9
2579,"TERRANOVA (BURANO),218",BURANO L' OCCHIO DELLA LAGUNA,X_TERRANOVA (BURANO)218
2580,"DORSODURO,2892/A",CASA DE LE PAZIENZE,DD2892A
2581,"DORSODURO,2121",CA' MARTA,DD2121
2582,"DORSODURO,2121",SANTA MARTA,DD2121
2583,"SAN MARCO,5240",CA' ALBERTO,SM5240
2584,"SAN MARCO,5240",CA' ELENA,SM5240
2590,"SAN POLO,2265",CA' BOLDO,SP2265
2591,"DORSODURO,2942",SANTA MARGHE,DD2942
2592,"SAN POLO,282",APPARTAMENTO,SP282
2593,"SAN POLO,282",RIALTO MERCATO,SP282
2594,"DORSODURO,3293",C NOVA,DD3293
2595,"SANTA CROCE,1275",TINTORETTO,SC1275
2596,"SANTA CROCE,1275",CANALETTO,SC1275
2597,"SANTA CROCE,649",S.CROCE 649,SC649
2598,"SANTA CROCE,1753",APPARTAMENTO,SC1753
2599,"GIUDECCA (VENEZIA),678",453  GIUDECCA 678 WOW VIEW,GD678
2600,"DORSODURO,2340",DUE DELFINI APARTAMENT BIS,DD2340
2601,"DORSODURO,416",DORSODURO 416,DD416
2602,"SAN POLO,2492",STIN,SP2492
2603,"SAN MARCO,4657",CALLE BEMBO,SM4657
2604,"SAN MARCO,4657",CA' BEMBO,SM4657
2605,"SANTA CROCE,2334/A",RIALTO STUDIO APARTMENT,SC2334A
2606,"SAN MARCO,2128",SQUERO,SM2128
2607,"TERRANOVA (BURANO),16",PINK PARADISE,X_TERRANOVA (BURANO)16
2608,"SAN MARCO,2828",APPARTAMENTO SANTO STEFANO,SM2828
2609,"VIA SANDRO GALLO,73/B",APPARTAMENTO LIDO MARE,X_VIA SANDRO GALLO73B
2611,"DORSODURO,1289",APPARTAMENTO CA MALPAGA 1289,DD1289
2612,"SAN POLO,2497",THE ARCH,SP2497
2613,"SANTA CROCE,742/A",CAMIGIO ROMANTIC RIO MARIN,SC742A
2614,"SANTA CROCE,742/A",CA MIGIO VIEW SAN SIMEON,SC742A
2615,"SAN MARCO,4727",CASA MARGHERITA,SM4727
2616,"SAN MARCO,4727",CASA LUISA,SM4727
2617,"SAN MARCO,4727",PUPPATO,SM4727
2619,"SAN POLO,1978",PALAZZO BERNARDO,SP1978
2620,"GIUDECCA (VENEZIA),470",CASA DOLCE FORNO,GD470
2623,"VIA JACOPO DE' BARBARI,4/A",DIMORA CASTIGLIONI,X_VIA JACOPO DE' BARBARI4A
2624,"VIALE QUATTRO NOVEMBRE,4",VIALE 4 NOVEMBRE 44,X_VIALE QUATTRO NOVEMBRE4
2625,"SAN MARCO,986",CA DE LE COLONNETTE,SM986
2628,"SAN MARCO,5514",BIENNALEAPARTMENTS3,SM5514
2630,"DORSODURO,3025",SANTA MARGHERITA,DD3025
2631,"DORSODURO,3213",THE HATTER'S VENICE APARTMENT,DD3213
2632,"CASTELLO,96",CA' DELLE VERGINI,CA96
2633,"CASTELLO,96",SPACE 96,CA96
2634,"LUNGOMARE GUGLIELMO MARCONI,76",LOCAZIONE TURISTICA,X_LUNGOMARE GUGLIELMO MARCONI76
2636,"CASTELLO,6305",MARCO PARRINO,CA6305
2637,"CASTELLO,6305",LA TERRAZZA DEL MELOGRANO,CA6305
2651,"DORSODURO,3414",CASA MARGHERITA,DD3414
2654,"CASTELLO,4754",APPARTAMENTO ROMANTICO  SANTA  MARIA FORMOSA,CA4754
2655,"CASTELLO,5417",BEAUTIFUL VIEW,CA5417
2656,"PELLESTRINA,866/R",DIMORA CA'PIETRO,X_PELLESTRINA866R
2657,"SANTA CROCE,31",2960FRARI2,SC31
2658,"SAN MARCO,5474",APPARTAMENTO RIALTO,SM5474
2659,"CASTELLO,6821/A",VENICE GALLERY,CA6821A
2661,"STRADA COMUNALE DELLA LAGUNA,317",CA' VOLTOLINA,X_STRADA COMUNALE DELLA LAGUNA317
2662,"SAN POLO,3102",AL POZZO,SP3102
2663,"SAN MARCO,755",SAN MARCO SUITES,SM755
2665,"SAN MARCO,3536",CASANOVA RELAIS,SM3536
2666,"SAN POLO,2927",NINA,SP2927
2669,"CASTELLO,4844",PIAVE 4844,CA4844
2670,"CORTE DEL MONTELLO,2",LA BIENNALE APT (TWO ROOMS),X_CORTE DEL MONTELLO2
2672,"VIA GIACOMO HERTZ,7",BAGA'S VILLA,X_VIA GIACOMO HERTZ7
2684,"SAN MARCO,5291",RIALTO BRIDGE,SM5291
2686,"DORSODURO,3855",CA FOSCARI APARTMENT,DD3855
2687,"CASTELLO,6786",CASA SG.PAOLO SFRISO,CA6786
2688,"SAN MARTINO SINISTRA (BURANO),114",CA' DI PIZZO DI BURANO,X_SAN MARTINO SINISTRA (BURANO)114
2692,"VIA CRISTOFORO COLOMBO,3",VILLA MIRELLA,X_VIA CRISTOFORO COLOMBO3
2697,"SAN POLO,3121",CAMPIELLO SAN ROCCO,SP3121
2698,"DORSODURO,168",CASA SAN GREGORIO,DD168
2699,"DORSODURO,168",GONDOLA GRAND CANAL,DD168
2700,"SAN MARCO,456",PALAZZO SURIAN,SM456
2701,"SAN MAURO (BURANO),313",CASA DEGLI ARTISTI,X_SAN MAURO (BURANO)313
2702,"SAN MARCO,5193",MAURIZIO,SM5193
2703,"SAN MARCO,5193",CHIARA POZZI,SM5193
2704,"SAN MARCO,4456",SAN MARCO,SM4456
2705,"SAN MARCO,1763",SAN MARCO,SM1763
2706,"DORSODURO,2272/B",CA' DON GIOVANNI,DD2272B
2707,"CASTELLO,65/B",RESIDENZA SAN PIETRO,CA65B
2708,"SAN POLO,2746",CA' FIORITA,SP2746
2709,"SAN MARCO,2378/A",VENEZIA È UN PESCE APARTMENT,SM2378A
2710,"SAN MARCO,1063",SAN MARCO 1063 2,SM1063
2711,"SAN MARCO,1063",SAN MARCO 500,SM1063
2712,"SAN MARCO,1063",ELETRA 425,SM1063
2713,"SAN MARCO,1063",SAN MARCO 1063,SM1063
2714,"SAN MARCO,1063",VENCHI,SM1063
2715,"SAN MARCO,1063",APPARTAMENTOCALLEDEIFABBRI,SM1063
2716,"SAN MARCO,1063",SAN MARCO 1063,SM1063
2717,"SAN MARCO,3944",APPARTAMENTO MARINONI,SM3944
2718,"SAN MARCO,3944",CASA TESSIER,SM3944
2719,"DORSODURO,2408",L'AURA VENEZIANA,DD2408
2720,"SAN POLO,2646",CA DORETTA,SP2646
2721,"SAN POLO,2646",SAN POLO 2646 1P,SP2646
2722,"CASTELLO,5007",SAN SEVERO,CA5007
2723,"DORSODURO,3033",CASA RENATA,DD3033
2724,"SAN MARCO,2750/A",APPARTAMENTO GIGLIO,SM2750A
2725,"DORSODURO,2361",DUE COLONNE,DD2361
2729,"DORSODURO,941/A",CA' D'ORIENTE,DD941A
2736,"SAN POLO,1187",VENEXIA HOUSE TO RIALTO,SP1187
2737,"CASTELLO,6660/D",VANILLA HOUSE,CA6660D
2738,"CASTELLO,6660/D",RESIDENCE GIULIETTA,CA6660D
2739,"SAN POLO,404",APPARTAMENTO BIANCO,SP404
2740,"SAN POLO,404",APPARTAMENTO SAN POLO 404,SP404
2742,"VIA DOGE DOMENICO MICHIEL,10",CATERINA,X_VIA DOGE DOMENICO MICHIEL10
2743,"VIA DOGE DOMENICO MICHIEL,10",BRUNA,X_VIA DOGE DOMENICO MICHIEL10
2744,"VIA SANDRO GALLO,68",APPLAFONTAINE14,X_VIA SANDRO GALLO68
2745,"VIA SANDRO GALLO,68",APPLAFONTAINE10,X_VIA SANDRO GALLO68
2746,"VIA SANDRO GALLO,68",APPLAFONTAINE9,X_VIA SANDRO GALLO68
2748,"VIA SANDRO GALLO,46",VILLINO LAMBERTO,X_VIA SANDRO GALLO46
2749,"SANTA CROCE,468/B",VENICEDIRE,SC468B
2750,"CASTELLO,5995",TEA HOUSE,CA5995
2751,"CASTELLO,5995",MOCENIGO,CA5995
2752,"SAN MARCO,3580",704,SM3580
2753,"SAN MARCO,3580",705,SM3580
2754,"SAN MARCO,3580",701,SM3580
2755,"SAN MARCO,3580",703,SM3580
2756,"SAN MARCO,3580",702,SM3580
2757,"SAN MARCO,1629",RIGOLETTO,SM1629
2758,"SAN MARCO,1629",CA GIORGIA,SM1629
2759,"SAN MARCO,4122",INVERARDI ELENA,SM4122
2760,"SAN MARCO,4122",CORNER,SM4122
2761,"CASTELLO,609/A",CA' DRAGO,CA609A
2762,"SAN MARCO,2527",CASA DA PIAN 1,SM2527
2763,"SAN MARCO,1063",SAM MARTIN 349,SM1063
2764,"SANTA CROCE,1796",ORCHIDEA,SC1796
2765,"GIUDECCA (VENEZIA),492/A",FINESTRE SULLA LAGUNA,GD492A
2766,"SAN MARCO,2016",CALLE DELLE VESTE 2016,SM2016
2767,"CASTELLO,6289",SUITEVENIERCADELMAR,CA6289
2768,"DORSODURO,2279/A",CA DEL PONTE,DD2279A
2769,"SAN MARCO,3397",PARUTA CORTE NASCOSTA APARTMENT,SM3397
2770,"SAN MARCO,3397",1 CA' DEL TRAGHETTO,SM3397
2771,"SAN MARCO,3397",CA' DEL TRAGHETTO,SM3397
2772,"SAN MARCO,3995",SAN MARCO 3995,SM3995
2773,"SAN MARCO,3995",CASA SPENCER,SM3995
2774,"CASTELLO,416",CA DI NIVE,CA416
2776,"GIUDECCA (VENEZIA),336",MILLE UNA NOTTE VENICE APARTMENT,GD336
2778,"SAN MARCO,4111/A",APPARTAMENTO SAN LUCA,SM4111A
2779,"CASTELLO,6227",APPARTAMENTO,CA6227
2780,"CASTELLO,4313",BRIDGE OF SIGHS LUXURIOUS APARTMENT,CA4313
2781,"DORSODURO,2978",CANAL GRANDE SUITE,DD2978
2782,"SANTA CROCE,1580",SAN GIACOMO,SC1580
2783,"SAN MARCO,2762",MAISON 2762,SM2762
2784,"PELLESTRINA,1177/A",CASA LILIANA,X_PELLESTRINA1177A
2785,"DORSODURO,3324",TERESA CREMONA,DD3324
2786,"SANTA CROCE,1077/A",RUGA BELLA,SC1077A
2787,"SANTA CROCE,1385",EDEN LUXURY SUITE - VENICE SANTA CROCE,SC1385
2788,"SAN POLO,1688",RIALTO APARTMENT,SP1688
2790,"SAN MARCO,2207",C VALERIA,SM2207
2791,"SAN MARCO,2207",PALAZZINO ALVISI,SM2207
2792,"CASTELLO,5172",AQUAE,CA5172
2795,"VIA SANDRO GALLO,68",APPLAFONTAINE8,X_VIA SANDRO GALLO68
2796,"DORSODURO,495",DORSODURO,DD495
2797,"SAN POLO,2972",HENRY'S HEAVEN,SP2972
2799,"SAN MARCO,1708",RELAX TERRACE,SM1708
2800,"DORSODURO,2985",RESIDENZA SARA,DD2985
2802,"DORSODURO,2241/C",CASA MONICA,DD2241C
2806,"VIA CIPRO,24/C",APPARTAMENTO MANU,X_VIA CIPRO24C
2808,"VIA DALMAZIA,6",VILLA MIRAMARE,X_VIA DALMAZIA6
2809,"SAN POLO,2626",CA' FORTUNA,SP2626
2810,"SAN POLO,2626",S.STIN,SP2626
2813,"VIA MALAMOCCO,95",VILLA MALAMOCCO,X_VIA MALAMOCCO95
2814,"DORSODURO,2404/B",PALAZZO DEI GUARDIANI A4,DD2404B
2815,"GIUDECCA (VENEZIA),781",DE CESERO CATERINA,GD781
2817,"CASTELLO,2673",CHARME A VENISE,CA2673
2818,"CASTELLO,1858",BETTY HOUSE,CA1858
2819,"CANNAREGIO,3248",SENSA,CN3248
2820,"CANNAREGIO,3862",BLACK,CN3862
2821,"CANNAREGIO,3862",GOLD,CN3862
2822,"CANNAREGIO,1001",LA TERRASSE,CN1001
2823,"CANNAREGIO,1393",GUGLIE DX,CN1393
2824,"CANNAREGIO,1393",PERLA DESIGN,CN1393
2825,"CANNAREGIO,1393",GUGLIE SX,CN1393
2826,"CASTELLO,2664",DO POZZI ROMANI,CA2664
2827,"VIA CANDIA,12",LIDO DI VENEZIA,X_VIA CANDIA12
2830,"CALLE MONTE SANTO,10",CASA SANT'ELENA,X_CALLE MONTE SANTO10
2831,"SANTA CROCE,261/B",CA' SUSANNA NEAR TRAIN STATION,SC261B
2835,"CANNAREGIO,90",CA DEI CAVALLETTI 3,CN90
2836,"CANNAREGIO,964",KING'S GARDEN,CN964
2838,"CANNAREGIO,4814",CA' DOLCE,CN4814
2841,"CANNAREGIO,1546",TWIN HEARTS VENICE RESIDENCE,CN1546
2842,"SAN MARCO,1000",AL POZZO DEI SCOACAMINI,SM1000
2843,"CANNAREGIO,1506/G",CA' ORMESINI 1506,CN1506G
2850,"SANTA CROCE,594",CA' LUDOVICA,SC594
2851,"SANTA CROCE,1302/A",GRAND CANAL PANORAMA,SC1302A
2852,"SAN MARCO,3051",CA DUCA TERRACE,SM3051
2853,"VIA PIETRO ORSEOLO SECONDO,14",CASA ROSSA ORSEOLO,X_VIA PIETRO ORSEOLO SECONDO14
2857,"VIA ENRICO DANDOLO,7/A",VIA DANDOLO 7 A,X_VIA ENRICO DANDOLO7A
2862,"CASTELLO,5715",SAN LIO MONO,CA5715
2863,"CASTELLO,6030",CALLE SCALETTA 6030 6 POSTI,CA6030
2864,"CASTELLO,6030",CALLE SCALETTA 6030 4 POSTI LETTO,CA6030
2874,"VIA LEONARDO LOREDAN,5",CASA DELLE CONCHIGLIE,X_VIA LEONARDO LOREDAN5
2876,"CASTELLO,4866",RUGA GIUFFA,CA4866
2880,"CANNAREGIO,5400",APPARTAMENTO TIZIANO,CN5400
2881,"CANNAREGIO,5400",APPARTAMENTO GIORGIONE,CN5400
2882,"CASTELLO,180",CA'AMELIA - CANAL VIEW NEAR BIENNALE FLAT,CA180
2883,"CANNAREGIO,5480",CABANDI,CN5480
2884,"CANNAREGIO,502",CA ALLA COLOMBINA,CN502
2885,"CANNAREGIO,502",CANAL DE CANNAREGIO,CN502
2886,"SANTA CROCE,358/B",CASA FIORI,SC358B
2887,"DORSODURO,747",APPARTAMENTO SOTTOTETTO,DD747
2888,"STRADA VECCHIA DEI BAGNI,20",GOLF 14,X_STRADA VECCHIA DEI BAGNI20
2889,"CANNAREGIO,5716",REMER SUITES,CN5716
2890,"CANNAREGIO,5716",VENICE SKYLINE VIEW STUDIO APARTMENT,CN5716
2891,"CASTELLO,2739/D",ENRICO POZZI,CA2739D
2892,"SAN POLO,2993",ALOYSIA,SP2993
2893,"SAN MARCO,4571/C",SAN LUCA APARTMENT,SM4571C
2894,"SAN MARCO,4571/C",LA LOGGIA,SM4571C
2895,"SANTA CROCE,960",APPARTAMENTO GIRASOLE,SC960
2898,"DORSODURO,596/F",LO SQUERO 2,DD596F
2899,"SANTA CROCE,2166/B",CALLE LONGA 2,SC2166B
2904,"SANTA CROCE,2045",LITTLE GEM,SC2045
2905,"SAN POLO,3089",SAN_ROCCO,SP3089
2906,"SAN MARCO,4262",RESIDENZA MANIN - APPARTAMENTO SUB.16,SM4262
2907,"CASTELLO,637",CA' DEL MARTIN NOVELLO,CA637
2909,"VIA SALVORE,4/A",--,X_VIA SALVORE4A
2911,"VIALE PIAVE,20",CASA SANT'ELENA BIENNALE,X_VIALE PIAVE20
2912,"VIALE PIAVE,20",MAISON SANT'ELENA,X_VIALE PIAVE20
2915,"VIA NAVARINO,4",CASA PAOLINA,X_VIA NAVARINO4
2919,"CANNAREGIO,2951/A",CÀ PORPORA,CN2951A
2920,"CANNAREGIO,2951/A",MARA BIBIANA ROA,CN2951A
2921,"CASTELLO,2197",SAN MARCO WI-FI,CA2197
2922,"VIA BASSANELLO,30",CASA LOREDANA,X_VIA BASSANELLO30
2927,"CANNAREGIO,2290",CA' NOALE 14,CN2290
2928,"CANNAREGIO,2290",CA' NOALE 23,CN2290
2929,"SAN MARCO,1082",PALAZZO ORSEOLO T,SM1082
2930,"SAN POLO,453",CASA TOMA,SP453
2932,"SANTA CROCE,38",VENICE RESORT - SECONDO PIANO,SC38
2933,"SANTA CROCE,38",VENICE RESORT - TERZO E QUARTO PIANO,SC38
2934,"GIUDECCA (VENEZIA),459",LA CASA DEL GONDOLIERE,GD459
2936,"CASTELLO,298",OLE,CA298
2937,"CANNAREGIO,2469",SANTA FOSCA,CN2469
2939,"CANNAREGIO,4872",GRETA REALI 3,CN4872
2940,"CASTELLO,4507",APPARTAMENTO I SANTI,CA4507
2941,"CASTELLO,4507",RESIDENZA URANIA,CA4507
2942,"CASTELLO,4507",APPARTAMENTO I SANTI,CA4507
2943,"STRADA VICINALE MALAMOCCO ALBERONI,10",EUROTEL,X_STRADA VICINALE MALAMOCCO ALBERONI10
2945,"SAN MARCO,3310",RAVAGNI,SM3310
2946,"VIA NEGROPONTE,9",VILLA MATTUTINA,X_VIA NEGROPONTE9
2949,"CASTELLO,5945",BERNARDI ANTONELLA,CA5945
2950,"DORSODURO,715",GRANDELUX,DD715
2951,"DORSODURO,658",APPARTAMENTO ACCADEMIA-SAN VIO,DD658
2952,"SAN POLO,2145",SAN POLO 2145 SUBALTERNO 10,SP2145
2953,"SAN POLO,2145",SAN POLO 2145 SUBALTERNO 13,SP2145
2954,"CANNAREGIO,2290",CA' NOALE 17,CN2290
2955,"CANNAREGIO,2290",CA' NOALE 19,CN2290
2956,"CANNAREGIO,2290",CA' NOALE 21,CN2290
2957,"CANNAREGIO,2290",CA' NOALE 15,CN2290
2958,"CANNAREGIO,5536",RIVUS,CN5536
2960,"CASTELLO,120/A",VILLETTA DEL FIGARETTO,CA120A
2961,"CANNAREGIO,2228",FRANCESCO MION,CN2228
2962,"SAN POLO,2335",MIRTO,SP2335
2963,"DORSODURO,1209",MARINA,DD1209
2964,"CASTELLO,1351",CA'ROSA,CA1351
2965,"CASTELLO,1351",CA'MARGUI,CA1351
2966,"CANNAREGIO,1558",CASA CANNAREGIO 2,CN1558
2967,"CANNAREGIO,1558",CASA CANNAREGIO 1,CN1558
2968,"CANNAREGIO,4531",APPARTAMENTO 4531,CN4531
2969,"CANNAREGIO,3026/C",FORNACE SANT ALVISE,CN3026C
2970,"CANNAREGIO,6334/A",MARIA ELISABETTA  MANISCALCO,CN6334A
2973,"SAN MARTINO DESTRA (BURANO),697",BRUNA HOLIDAYS HOUSE,X_SAN MARTINO DESTRA (BURANO)697
2974,"GIUDECCA (VENEZIA),955",APPARTAMENTO ZITELLE,GD955
2976,"CASTELLO,4716",CA' LONGHI,CA4716
2977,"DORSODURO,3375",BUTTERFLY TERRACES GH APARTMENT,DD3375
2980,"CASTELLO,6661",CA' DELLE CARROZZE,CA6661
2981,"SAN POLO,2145",SAN POLO 2145 MAPPALE 1380 SUBLTERNO 9,SP2145
2982,"CASTELLO,4444",CASA MARRAS,CA4444
2983,"CASTELLO,4444",ARMONIE DI CASA,CA4444
2984,"SAN MARCO,4960",AIDA,SM4960
2985,"CASTELLO,5064/B",CASA SAN LORENZO,CA5064B
2987,"CANNAREGIO,2429",ANNA FLAVIA NICOLA,CN2429
2988,"CANNAREGIO,6260",CA'SILVANA,CN6260
2989,"DORSODURO,554",MARINA PREMOLI DORSODURO 554,DD554
2990,"SANTA CROCE,2149",CA' FILOSI,SC2149
2994,"SANTA CROCE,2181",CASA SILVIA,SC2181
2995,"SAN MARCO,426",SPECCHIERI,SM426
2996,"SANTA CROCE,1325",APPARTAMENTO SAN ZANDEGOLÃ Â,SC1325
3000,"STRADA VECCHIA DEI BAGNI,20",GOLF 15,X_STRADA VECCHIA DEI BAGNI20
3002,"ISOLA LA CERTOSA,1",EDIFICIO 7 PRIMO PIANO,X_ISOLA LA CERTOSA1
3003,"ISOLA LA CERTOSA,1",EDIFICIO 6 PRIMO PIANO,X_ISOLA LA CERTOSA1
3004,"ISOLA LA CERTOSA,1",EDIFICIO 6 PIANO TERRA,X_ISOLA LA CERTOSA1
3005,"CALLE BRUSSA,19",CALLEBRUSSA18,X_CALLE BRUSSA19
3009,"VIA LEPANTO,17",APPARTAMENTO VIA LEPANTO,X_VIA LEPANTO17
3010,"CASTELLO,6661",MELUSINA MONOLOCALE,CA6661
3011,"SANTA CROCE,1010/A",THEUREAU,SC1010A
3012,"SAN MARCO,379",RESIDENZA CALLE LARGA SAN MARCO,SM379
3013,"SAN MARCO,379",SAN MARCO 379,SM379
3014,"CASTELLO,6052/A",CASA MORESCA,CA6052A
3015,"CASTELLO,5139",LE TERRAZZE DI SOFIA,CA5139
3016,"CASTELLO,5139",LE NUOVE TERRAZZE DI SOFIA,CA5139
3017,"CANNAREGIO,2940",SAN GIROLAMO LOFT,CN2940
3018,"SANTA CROCE,1711",CA DEL MONASTERO 3,SC1711
3019,"SANTA CROCE,1711",CA DEL MONASTERO 1,SC1711
3020,"SANTA CROCE,1711",CA' DEL MONASTERO 7,SC1711
3021,"CASTELLO,4711",SAN ZACCARIA,CA4711
3022,"VIA DOGE GALLA,23",CASETTA IN CANADA',X_VIA DOGE GALLA23
3023,"FONDAMENTA SEBASTIANO VENIER,39",CASA VENIER,X_FONDAMENTA SEBASTIANO VENIER39
3025,"STRADA VECCHIA DEI BAGNI,20",GOLF 7,X_STRADA VECCHIA DEI BAGNI20
3026,"STRADA VECCHIA DEI BAGNI,20",GOLF 17,X_STRADA VECCHIA DEI BAGNI20
3027,"STRADA VECCHIA DEI BAGNI,20",GOLF 2,X_STRADA VECCHIA DEI BAGNI20
3028,"SAN MARCO,501",CA DEGLI SPECCHIERI,SM501
3029,"SAN MARCO,501",CA' DEGLI SPECCHIERI,SM501
3030,"SANTA CROCE,1601",CÀ DE MEZO,SC1601
3031,"CASTELLO,731",CA' GIARDINI,CA731
3034,"SAN MARCO,5134",RIALTO,SM5134
3036,"CASTELLO,5080",CORTE DEI GRECI,CA5080
3038,"CASTELLO,4238",LUX B-M0270429088,CA4238
